time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-10-19T13:38:02.997Z,38.7938,72.0148,10,4.6,mb,18,200,0.703,1.18,us,us6000nzr3,2024-11-08T20:49:35.040Z,"64 km SE of Karakenja, Tajikistan",earthquake,6.42,1.943,0.137,16,reviewed,us,us
2024-10-19T13:35:32.251Z,38.9758,72.5609,10,4.5,mb,19,178,0.775,0.53,us,us6000nzqu,2024-11-08T20:34:21.040Z,"70 km SSE of Kyzyl-Eshme, Kyrgyzstan",earthquake,5.81,1.929,0.15,13,reviewed,us,us
2024-10-19T13:32:20.709Z,-13.6929,66.0196,10,5.3,mww,70,40,6.541,0.65,us,us6000nzqz,2024-11-08T14:47:42.040Z,"Mid-Indian Ridge",earthquake,8.52,1.725,0.075,17,reviewed,us,us
2024-10-19T12:01:57.611Z,5.4996,-82.6346,10,4.6,mb,54,136,2.971,0.89,us,us6000nzql,2024-11-09T07:24:19.040Z,"281 km S of Burica, Panama",earthquake,6.68,1.934,0.048,129,reviewed,us,us
2024-10-19T11:41:10.568Z,37.5967,37.1395,10,4.5,mb,42,55,0.21,0.98,us,us6000nzqk,2024-11-09T07:19:37.040Z,"18 km NW of Pazarcık, Turkey",earthquake,3.52,1.617,0.113,23,reviewed,us,us
2024-10-19T07:08:29.740Z,34.7322,26.2418,15.594,4.8,mww,81,130,1.24,0.6,us,us6000nzpu,2024-11-10T13:00:36.259Z,"51 km S of Palekastro, Greece",earthquake,8.09,5.242,0.069,20,reviewed,us,us
2024-10-19T01:20:32.744Z,-56.1363,-27.9915,120.116,4.7,mb,38,96,5.207,0.76,us,us6000nzp2,2024-11-09T00:24:07.040Z,"South Sandwich Islands region",earthquake,12.48,8.67,0.086,41,reviewed,us,us
2024-10-19T00:43:37.416Z,-42.6139,-82.2238,10,5,mb,60,145,6.786,1.07,us,us6000nznv,2024-10-19T03:52:28.457Z,"West Chile Rise",earthquake,9.9,1.91,0.08,50,reviewed,us,us
2024-10-19T00:18:56.716Z,-18.9181,-172.6711,32.904,4.7,mb,25,100,2.601,1.15,us,us6000nznl,2024-10-19T00:36:55.040Z,"141 km ESE of Neiafu, Tonga",earthquake,11.33,6.742,0.126,19,reviewed,us,us
2024-10-18T14:49:59.476Z,25.4932,141.0794,146.065,4.5,mb,31,123,1.879,0.96,us,us6000nziy,2024-11-08T12:54:03.040Z,"Volcano Islands, Japan region",earthquake,12.25,2.407,0.097,31,reviewed,us,us
2024-10-18T10:26:15.917Z,15.9246,-94.7285,63.232,4.7,mb,46,160,2.516,1.23,us,us6000nzic,2024-10-22T14:22:19.753Z,"35 km SSW of San Francisco del Mar Viejo, Mexico",earthquake,9.12,9.84,0.055,100,reviewed,us,us
2024-10-18T09:18:22.191Z,25.249,142.7832,1.801,5.4,mww,95,84,1.916,0.86,us,us6000nzi5,2024-10-19T09:24:31.707Z,"Volcano Islands, Japan region",earthquake,8.88,4.49,0.059,28,reviewed,us,us
2024-10-18T07:17:17.481Z,12.1315,-89.1156,10,4.5,mb,53,173,1.538,0.74,us,us6000nzhn,2024-11-09T06:50:45.040Z,"141 km SSW of Puerto El Triunfo, El Salvador",earthquake,7.4,1.949,0.085,40,reviewed,us,us
2024-10-18T05:25:17.069Z,-7.4667,156.3264,10,5,mb,47,94,4.083,0.59,us,us6000nzhb,2024-11-09T06:12:38.040Z,"90 km NW of Gizo, Solomon Islands",earthquake,9.43,1.832,0.089,40,reviewed,us,us
2024-10-18T04:38:07.288Z,40.2403,142.2895,60.402,5.2,mww,113,120,1.083,0.68,us,us6000nzgv,2024-11-13T07:03:36.782Z,"42 km ENE of Noda, Japan",earthquake,6.71,5.237,0.089,12,reviewed,us,us
2024-10-18T01:41:59.064Z,-6.7981,155.1677,35,5,mb,47,61,3.956,0.86,us,us6000nzgl,2024-11-08T23:50:21.040Z,"63 km SSW of Panguna, Papua New Guinea",earthquake,9.8,1.848,0.06,88,reviewed,us,us
2024-10-18T00:58:27.459Z,43.6587,-125.752,4.633,5,mww,78,91,0.887,0.61,us,us6000nzg2,2024-11-12T01:08:36.618Z,"121 km WNW of Barview, Oregon",earthquake,4.71,3.772,0.038,68,reviewed,us,us
2024-10-18T00:37:07.960Z,38.4755,20.5148,54.2,4.5,mb,76,46,1.525,0.91,us,us6000nzfy,2024-11-13T05:09:24.040Z,"21 km NW of Itháki, Greece",earthquake,5.96,7.016,0.082,43,reviewed,us,us
2024-10-17T19:01:00.624Z,-18.8635,169.015,162.646,4.7,mb,44,123,4.009,0.72,us,us6000nzeg,2024-11-08T14:39:45.040Z,"80 km NNW of Isangel, Vanuatu",earthquake,10.68,6.495,0.08,47,reviewed,us,us
2024-10-17T18:17:35.005Z,-6.6173,72.6629,10,4.7,mb,62,105,0.817,0.43,us,us6000nzeb,2024-11-08T14:30:45.040Z,"Chagos Archipelago region",earthquake,7.56,1.854,0.077,51,reviewed,us,us
2024-10-17T16:33:54.860Z,-56.337,-27.1383,113.442,5,mb,54,85,5.722,0.6,us,us6000nzds,2024-11-07T19:22:55.040Z,"South Sandwich Islands region",earthquake,11.32,6.154,0.079,51,reviewed,us,us
2024-10-17T14:50:32.744Z,19.7131,-75.9796,17.589,4.6,mwr,75,52,0.486,0.81,us,us6000nzct,2024-11-07T16:48:27.094Z,"37 km S of El Cobre, Cuba",earthquake,3.27,3.866,0.071,19,reviewed,us,us
2024-10-17T11:36:41.879Z,-31.2729,-176.4431,10,4.8,mb,22,217,2.377,1.14,us,us6000nzbq,2024-10-17T12:26:27.040Z,"Kermadec Islands region",earthquake,13.92,1.995,0.128,19,reviewed,us,us
2024-10-17T11:18:22.055Z,-20.0702,-178.3152,610.537,5.4,mww,80,42,4.144,0.83,us,us6000nzbh,2024-10-18T11:21:19.208Z,"Fiji region",earthquake,11.44,7.948,0.098,10,reviewed,us,us
2024-10-17T10:33:46.355Z,-27.954,-176.5401,54.576,5,mb,66,43,1.774,1.15,us,us6000nzb2,2024-11-13T14:16:58.040Z,"Kermadec Islands region",earthquake,10.47,5.413,0.049,132,reviewed,us,us
2024-10-17T10:07:00.097Z,-27.9071,-176.3512,10,4.9,mb,38,121,1.924,0.72,us,us6000nzat,2024-11-13T14:06:10.040Z,"Kermadec Islands region",earthquake,9.39,1.871,0.063,79,reviewed,us,us
2024-10-17T09:58:04.340Z,5.9769,125.9122,147.032,4.6,mb,56,98,1.135,1,us,us6000nzar,2024-11-13T14:01:39.040Z,"25 km E of Mangili, Philippines",earthquake,7.27,6.916,0.078,49,reviewed,us,us
2024-10-17T08:29:57.397Z,39.6645,37.3551,8.824,4.5,mwr,70,45,0.942,0.57,us,us6000nza6,2024-11-12T07:49:17.393Z,"21 km S of Hafik, Turkey",earthquake,4.81,4.61,0.086,13,reviewed,us,us
2024-10-17T06:37:05.174Z,9.8693,142.4763,10,4.5,mb,31,134,4.377,0.7,us,us7000nq7s,2024-11-12T07:38:53.040Z,"214 km E of Fais, Micronesia",earthquake,12.48,1.933,0.124,19,reviewed,us,us
2024-10-17T05:37:32.728Z,-27.8263,-176.274,10,5.6,mww,77,71,2.029,0.58,us,us6000nz9e,2024-11-12T07:33:52.403Z,"Kermadec Islands region",earthquake,6.03,1.863,0.053,34,reviewed,us,us
2024-10-17T04:20:36.028Z,-31.2923,-176.8548,10,5.1,mww,94,69,2.224,0.72,us,us6000nz8w,2024-11-12T04:51:45.040Z,"Kermadec Islands region",earthquake,10.24,1.871,0.083,14,reviewed,us,us
2024-10-17T02:18:34.318Z,-14.0477,167.9479,10,5,mb,26,162,7.351,0.93,us,us6000nz8e,2024-10-17T07:18:36.763Z,"46 km ESE of Sola, Vanuatu",earthquake,7.05,1.948,0.13,19,reviewed,us,us
2024-10-17T01:28:44.129Z,-22.3873,-179.4303,580.294,4.8,mb,55,95,4.111,0.96,us,us6000nz84,2024-10-17T01:44:02.040Z,"south of the Fiji Islands",earthquake,13.61,10.864,0.1,31,reviewed,us,us
2024-10-17T01:01:20.183Z,-31.3191,-176.7166,10,5.2,mww,47,69,2.299,1.32,us,us6000nz7p,2024-10-17T01:55:57.040Z,"Kermadec Islands region",earthquake,9.69,1.875,0.073,18,reviewed,us,us
2024-10-17T00:45:48.803Z,-27.7315,-176.2675,10,4.5,mb,13,169,2.101,0.58,us,us7000nq7m,2024-11-13T05:54:07.040Z,"Kermadec Islands region",earthquake,7.98,1.934,0.18,9,reviewed,us,us
2024-10-16T23:00:31.304Z,-16.0167,-172.8403,10,4.6,mb,27,120,2.332,0.79,us,us7000nq1a,2024-11-13T04:53:11.040Z,"102 km E of Hihifo, Tonga",earthquake,6.74,1.895,0.126,19,reviewed,us,us
2024-10-16T22:56:01.089Z,-36.2053,-99.8345,10,4.5,mb,28,109,22.045,0.52,us,us7000nq19,2024-11-13T04:42:20.040Z,"southeast of Easter Island",earthquake,14.29,1.887,0.111,24,reviewed,us,us
2024-10-16T22:51:12.889Z,-19.1204,-173.5136,10,5.2,mb,123,65,2.584,0.8,us,us6000nz79,2024-11-13T04:34:08.040Z,"71 km SE of Neiafu, Tonga",earthquake,9.68,1.783,0.058,98,reviewed,us,us
2024-10-16T22:25:01.795Z,49.6324,-28.5722,10,5.1,mb,166,33,14.291,0.53,us,us6000nz75,2024-11-13T03:25:38.040Z,"northern Mid-Atlantic Ridge",earthquake,9.08,1.801,0.047,146,reviewed,us,us
2024-10-16T22:23:02.514Z,41.1386,78.5139,10,5.2,mb,193,73,0.795,0.8,us,us6000nz72,2024-11-11T06:25:21.983Z,"137 km W of Aykol, China",earthquake,4.73,1.726,0.046,155,reviewed,us,us
2024-10-16T22:04:48.380Z,2.1028,-79.7589,10,4.7,mb,64,139,1.216,0.75,us,us6000nz6y,2024-11-11T06:03:10.364Z,"112 km WNW of Tumaco, Colombia",earthquake,4.27,1.888,0.079,49,reviewed,us,us
2024-10-16T20:11:28.237Z,9.148,40.1287,10,4.6,mb,60,116,1.453,0.58,us,us6000nz6e,2024-11-06T21:45:49.216Z,"18 km NNW of Āwash, Ethiopia",earthquake,7.71,1.89,0.081,45,reviewed,us,us
2024-10-16T19:40:58.409Z,18.5195,-106.9505,10,5.9,mww,146,55,5.527,1.16,us,us6000nz5z,2024-11-05T16:59:00.731Z,"225 km SW of José María Morelos, Mexico",earthquake,9.55,1.825,0.052,36,reviewed,us,us
2024-10-16T18:59:39.232Z,-27.8499,-176.4086,10,5,mww,75,65,1.929,0.63,us,us6000nz5p,2024-11-05T17:24:51.040Z,"Kermadec Islands region",earthquake,10.39,1.761,0.098,10,reviewed,us,us
2024-10-16T18:56:51.147Z,36.5224,70.5681,205,5.9,mww,134,29,1.962,1.01,us,us6000nz5n,2024-11-06T22:34:23.873Z,"44 km SSW of Jurm, Afghanistan",earthquake,7.46,1.887,0.038,66,reviewed,us,us
2024-10-16T18:44:55.836Z,-31.1494,-176.8747,10,4.5,mb,21,204,2.088,0.76,us,us6000nz5l,2024-11-07T18:05:50.040Z,"Kermadec Islands region",earthquake,11.6,1.976,0.122,20,reviewed,us,us
2024-10-16T18:32:52.284Z,17.9959,120.0762,10,4.7,mww,125,42,4.888,0.69,us,us6000nz5j,2024-11-07T17:40:07.040Z,"40 km WNW of Pagsanahan Norte, Philippines",earthquake,8.3,1.764,0.098,10,reviewed,us,us
2024-10-16T17:11:00.719Z,-27.7855,-176.2936,10,5.1,mww,73,57,2.046,0.64,us,us6000nz4x,2024-11-06T22:08:39.040Z,"Kermadec Islands region",earthquake,11.62,1.777,0.093,11,reviewed,us,us
2024-10-16T16:15:36.252Z,29.044,139.3178,422.951,4.7,mb,104,74,3.191,0.69,us,us6000nz4a,2024-10-16T16:32:53.040Z,"Izu Islands, Japan region",earthquake,10.23,7.803,0.028,392,reviewed,us,us
2024-10-16T16:13:09.828Z,-23.6622,-179.9346,536.333,4.5,mb,48,73,5.133,1,us,us6000nz4c,2024-10-16T16:47:27.040Z,"south of the Fiji Islands",earthquake,12.91,9.18,0.083,42,reviewed,us,us
2024-10-16T15:04:02.907Z,-31.2625,-176.8306,10,5.1,mb,62,77,2.206,0.81,us,us6000nz35,2024-11-12T02:47:52.040Z,"Kermadec Islands region",earthquake,11.73,1.839,0.077,55,reviewed,us,us
2024-10-16T13:58:21.057Z,23.995,121.6717,35,4.8,mwr,130,30,0.191,0.65,us,us6000nz1z,2024-10-17T00:14:40.179Z,"7 km ENE of Hualien City, Taiwan",earthquake,3.92,1.805,0.063,24,reviewed,us,us
2024-10-16T12:38:24.981Z,-31.2439,-176.8106,10,4.6,mb,15,206,2.196,1.29,us,us7000nq0x,2024-11-12T07:21:59.040Z,"Kermadec Islands region",earthquake,9.78,1.994,0.158,12,reviewed,us,us
2024-10-16T12:19:44.647Z,-31.181,-177.0916,10,5.2,mb,56,88,2.043,0.71,us,us6000nz1u,2024-11-12T07:13:41.040Z,"Kermadec Islands region",earthquake,12.26,1.876,0.079,53,reviewed,us,us
2024-10-16T12:19:28.187Z,-31.2005,-177.1019,10,4.8,mb,30,131,2.058,0.89,us,us6000nz1f,2024-11-12T07:08:34.040Z,"Kermadec Islands region",earthquake,13.47,1.908,0.103,29,reviewed,us,us
2024-10-16T11:43:50.197Z,40.8131,84.2011,10,4.5,mb,36,112,4.317,1.17,us,us6000nz16,2024-11-12T07:04:37.040Z,"146 km SE of Kuqa, China",earthquake,10.44,1.959,0.125,19,reviewed,us,us
2024-10-16T09:40:00.216Z,52.6775,-163.4802,10,5.3,mww,214,167,1.964,0.53,us,us6000nz0p,2024-11-13T09:50:12.201Z,"222 km SE of Akutan, Alaska",earthquake,7,1.875,0.05,38,reviewed,us,us
2024-10-16T08:53:22.463Z,36.1367,139.8059,74.591,4.7,mb,50,115,1.351,1.13,us,us6000nyzs,2024-10-16T20:13:30.733Z,"4 km N of Sakai, Japan",earthquake,6.91,5.531,0.093,35,reviewed,us,us
2024-10-16T07:46:32.572Z,38.3136,38.8306,10,6,mww,138,39,0.379,0.85,us,us6000nyzk,2024-11-13T09:59:01.834Z,"17 km W of Doğanyol, Turkey",earthquake,4.19,1.774,0.042,55,reviewed,us,us
2024-10-16T05:58:03.169Z,-3.7226,151.955,10,4.8,mb,47,118,0.51,1.05,us,us6000nyz9,2024-11-13T09:30:20.040Z,"57 km NNW of Rabaul, Papua New Guinea",earthquake,7.17,1.894,0.091,37,reviewed,us,us
2024-10-16T05:06:01.436Z,18.4676,-112.7387,10,4.6,mb,82,177,8.456,1.25,us,us6000nyyx,2024-11-13T08:31:10.040Z,"Revilla Gigedo Islands region",earthquake,10.89,1.93,0.032,296,reviewed,us,us
2024-10-16T04:42:50.438Z,15.4006,-94.629,35,4.5,mb,52,163,2.554,0.73,us,us6000nyyt,2024-11-13T04:01:34.040Z,"91 km S of San Francisco del Mar Viejo, Mexico",earthquake,7.37,1.951,0.058,87,reviewed,us,us
2024-10-16T04:30:27.356Z,-31.2352,-176.8116,10,5.2,mb,66,115,2.188,0.61,us,us6000nyys,2024-11-13T03:43:27.040Z,"Kermadec Islands region",earthquake,8.92,1.81,0.072,63,reviewed,us,us
2024-10-16T03:41:13.766Z,19.1806,147.0699,10,5.1,mww,85,35,4.105,0.2,us,us6000nyyl,2024-11-13T03:51:19.686Z,"Mariana Islands region",earthquake,8.49,1.787,0.086,13,reviewed,us,us
2024-10-16T03:27:50.657Z,49.2485,157.578,10,4.5,mb,18,233,3.84,0.67,us,us7000nq0m,2024-11-13T03:21:34.040Z,"189 km SSE of Severo-Kuril’sk, Russia",earthquake,13.62,1.977,0.156,12,reviewed,us,us
2024-10-16T02:03:48.952Z,-11.1787,163.3083,10,4.8,mb,52,59,3.732,0.78,us,us6000nyy3,2024-11-13T03:11:36.040Z,"171 km ESE of Kirakira, Solomon Islands",earthquake,10.41,1.882,0.087,41,reviewed,us,us
2024-10-16T01:59:42.907Z,-4.885,142.0999,111.171,4.5,mb,30,134,2.736,0.74,us,us6000nyy2,2024-11-13T03:08:34.040Z,"108 km SW of Ambunti, Papua New Guinea",earthquake,11.12,8.063,0.104,27,reviewed,us,us
2024-10-15T23:49:36.177Z,18.3639,-106.8251,10,5.2,mww,188,146,3.911,0.9,us,us6000nyxu,2024-11-12T02:53:23.944Z,"225 km SW of José María Morelos, Mexico",earthquake,9.05,1.946,0.056,31,reviewed,us,us
2024-10-15T22:38:46.418Z,-29.4165,-177.1631,64.219,5,mb,38,132,0.679,0.69,us,us6000nyxh,2024-11-12T02:59:47.040Z,"Kermadec Islands, New Zealand",earthquake,11.01,6.007,0.097,34,reviewed,us,us
2024-10-15T20:42:32.589Z,-23.7942,-67.2259,250.695,4.6,mb,31,91,2.414,1.13,us,us6000nywx,2024-11-06T21:52:34.040Z,"103 km WNW of San Antonio de los Cobres, Argentina",earthquake,13.45,21.494,0.182,10,reviewed,us,us
2024-10-15T20:40:33.591Z,-9.8602,151.9052,10,5.3,mww,80,50,4.701,0.59,us,us6000nywy,2024-11-06T21:44:46.788Z,"159 km ENE of Samarai, Papua New Guinea",earthquake,8.38,1.744,0.069,20,reviewed,us,us
2024-10-15T19:51:31.126Z,-31.2618,-177.0255,10,5,mb,42,115,2.138,0.84,us,us6000nywq,2024-11-06T20:57:01.040Z,"Kermadec Islands region",earthquake,10.88,1.86,0.097,34,reviewed,us,us
2024-10-15T19:08:42.425Z,-60.6658,-25.2675,10,4.9,mb,43,86,8.792,0.66,us,us6000nywb,2024-11-06T20:27:35.040Z,"South Sandwich Islands region",earthquake,11.35,1.876,0.086,43,reviewed,us,us
2024-10-15T18:49:07.126Z,24.3396,125.5749,37.973,4.5,mb,42,177,1.223,0.86,us,us6000nyw7,2024-11-05T22:37:58.040Z,"56 km SSE of Miyakojima, Japan",earthquake,7.23,7.878,0.102,28,reviewed,us,us
2024-10-15T16:54:23.332Z,35.5487,28.742,40.171,4.8,mww,137,47,0.978,0.45,us,us6000nyvh,2024-10-15T18:51:16.341Z,"89 km SE of Lárdos, Greece",earthquake,5.2,4.445,0.089,12,reviewed,us,us
2024-10-15T15:49:40.214Z,-23.0131,-179.1091,397.521,4.5,mb,71,102,4.178,0.68,us,us6000nyv5,2024-11-09T23:09:21.040Z,"south of the Fiji Islands",earthquake,11.43,6.831,0.054,109,reviewed,us,us
2024-10-15T08:05:04.809Z,-24.2038,-179.6859,525.202,4.5,mb,45,73,5.192,0.73,us,us6000nysi,2024-11-13T08:20:53.040Z,"south of the Fiji Islands",earthquake,12.42,9.751,0.092,35,reviewed,us,us
2024-10-15T01:28:16.968Z,31.0974,143.0421,10,4.5,mb,29,158,3.399,0.45,us,us7000npvj,2024-11-04T22:52:16.040Z,"Izu Islands, Japan region",earthquake,10.41,1.924,0.131,17,reviewed,us,us
2024-10-15T00:10:49.978Z,10.3705,-86.3117,10,4.7,mb,91,178,1.087,0.99,us,us6000nyqq,2024-11-11T04:55:04.838Z,"52 km W of Tamarindo, Costa Rica",earthquake,4.09,1.324,0.065,71,reviewed,us,us
2024-10-14T23:42:51.698Z,8.7548,127.1148,9.724,4.5,mb,41,135,2.262,0.38,us,us6000nyqm,2024-11-08T03:49:53.040Z,"89 km E of Aras-asan, Philippines",earthquake,10.59,4.934,0.1,29,reviewed,us,us
2024-10-14T21:30:19.810Z,-3.2523,139.1898,10,4.5,mb,45,76,1.68,0.46,us,us6000nyq0,2024-11-08T02:35:11.040Z,"176 km WSW of Abepura, Indonesia",earthquake,9.21,1.865,0.085,41,reviewed,us,us
2024-10-14T16:01:26.392Z,-36.7174,177.1498,256.016,4.8,mb,51,69,1.251,0.77,us,us6000nymi,2024-11-04T21:03:00.040Z,"119 km ENE of Pauanui, New Zealand",earthquake,10.66,5.971,0.083,45,reviewed,us,us
